05.07.20,Huwelijk.BuitenlandsePlaatsEinde
05.07.20,Huwelijk.BuitenlandseRegioEinde
05.07.20,Huwelijk.OmschrijvingLocatieEinde
05.07.20,GeregistreerdPartnerschap.GemeenteEindeCode
05.07.20,GeregistreerdPartnerschap.WoonplaatsnaamEinde
05.07.20,GeregistreerdPartnerschap.BuitenlandsePlaatsEinde
05.07.20,GeregistreerdPartnerschap.BuitenlandseRegioEinde
05.07.20,GeregistreerdPartnerschap.OmschrijvingLocatieEinde
05.07.30,Huwelijk.LandGebiedEindeCode
05.07.30,GeregistreerdPartnerschap.LandGebiedEindeCode
05.07.40,Huwelijk.RedenEindeCode
05.07.40,GeregistreerdPartnerschap.RedenEindeCode
05.85.10,Huwelijk.DatumAanvang
05.85.10,GeregistreerdPartnerschap.DatumAanvang
05.85.10,Huwelijk.DatumEinde
05.85.10,GeregistreerdPartnerschap.DatumEinde
05.85.10,GerelateerdeHuwelijkspartner.Persoon.Identificatienummers.DatumAanvangGeldigheid
05.85.10,GerelateerdeHuwelijkspartner.Persoon.SamengesteldeNaam.DatumAanvangGeldigheid
05.85.10,GerelateerdeHuwelijkspartner.Persoon.Geslachtsaanduiding.DatumAanvangGeldigheid
05.85.10,GerelateerdeGeregistreerdePartner.Persoon.Identificatienummers.DatumAanvangGeldigheid
05.85.10,GerelateerdeGeregistreerdePartner.Persoon.SamengesteldeNaam.DatumAanvangGeldigheid
05.85.10,GerelateerdeGeregistreerdePartner.Persoon.Geslachtsaanduiding.DatumAanvangGeldigheid
06.08.10,Persoon.Overlijden.Datum
06.08.20,Persoon.Overlijden.GemeenteCode
06.08.20,Persoon.Overlijden.Woonplaatsnaam
06.08.20,Persoon.Overlijden.BuitenlandsePlaats
06.08.20,Persoon.Overlijden.BuitenlandseRegio
06.08.20,Persoon.Overlijden.OmschrijvingLocatie
06.08.30,Persoon.Overlijden.LandGebiedCode
06.85.10,Persoon.Overlijden.Datum
07.67.10,Persoon.Bijhouding.DatumAanvangGeldigheid
07.67.20,Persoon.Bijhouding.BijhoudingsaardCode
07.67.20,Persoon.Bijhouding.NadereBijhoudingsaardCode
07.67.20,Persoon.Indicatie.BijzondereVerblijfsrechtelijkePositie.Waarde
07.68.10,Persoon.Inschrijving.Datum
07.69.10,Persoon.Persoonskaart.PartijCode
07.70.10,Persoon.Indicatie.VolledigeVerstrekkingsbeperking.Waarde
07.71.10,Persoon.Verificatie.Datum
07.71.20,Persoon.Verificatie.Soort
07.80.10,Persoon.Inschrijving.Versienummer
07.80.20,Persoon.Inschrijving.Datumtijdstempel
07.87.10,Persoon.Persoonskaart.IndicatieVolledigGeconverteerd
08.09.10,Persoon.Bijhouding.PartijCode
08.09.20,Persoon.Bijhouding.DatumAanvangGeldigheid
08.10.10,Persoon.Adres.SoortCode
08.10.20,Persoon.Adres.Gemeentedeel
08.10.30,Persoon.Adres.DatumAanvangAdreshouding
08.11.10,Persoon.Adres.AfgekorteNaamOpenbareRuimte
08.11.15,Persoon.Adres.NaamOpenbareRuimte
08.11.20,Persoon.Adres.Huisnummer
08.11.30,Persoon.Adres.Huisletter
08.11.40,Persoon.Adres.Huisnummertoevoeging
08.11.50,Persoon.Adres.LocatieTenOpzichteVanAdres
08.11.60,Persoon.Adres.Postcode
08.11.70,Persoon.Adres.Woonplaatsnaam
08.11.80,Persoon.Adres.IdentificatiecodeAdresseerbaarObject
08.11.90,Persoon.Adres.IdentificatiecodeNummeraanduiding
08.12.10,Persoon.Adres.Locatieomschrijving
08.13.10,Persoon.Migratie.LandGebiedCode
08.13.10,Persoon.Migratie.SoortCode
08.13.20,Persoon.Migratie.DatumAanvangGeldigheid
08.13.20,Persoon.Migratie.SoortCode
08.13.30,Persoon.Migratie.BuitenlandsAdresRegel1
08.13.40,Persoon.Migratie.BuitenlandsAdresRegel2
08.13.50,Persoon.Migratie.BuitenlandsAdresRegel3
08.14.10,Persoon.Migratie.LandGebiedCode
08.14.10,Persoon.Migratie.SoortCode
08.14.20,Persoon.Migratie.DatumAanvangGeldigheid
08.14.20,Persoon.Migratie.SoortCode
08.72.10,Persoon.Adres.RedenWijzigingCode
08.72.10,Persoon.Adres.AangeverAdreshoudingCode
08.75.10,Persoon.Indicatie.OnverwerktDocumentAanwezig.Waarde
08.85.10,Persoon.Adres.DatumAanvangGeldigheid
08.85.10,Persoon.Migratie.DatumAanvangGeldigheid
08.85.10,Persoon.Bijhouding.DatumAanvangGeldigheid
09.01.10,GerelateerdeKind.Persoon.Identificatienummers.Administratienummer
09.01.20,GerelateerdeKind.Persoon.Identificatienummers.Burgerservicenummer
09.02.10,GerelateerdeKind.Persoon.SamengesteldeNaam.Voornamen
09.02.20,GerelateerdeKind.Persoon.SamengesteldeNaam.AdellijkeTitelCode
09.02.20,GerelateerdeKind.Persoon.SamengesteldeNaam.PredicaatCode
09.02.30,GerelateerdeKind.Persoon.SamengesteldeNaam.Voorvoegsel
09.02.30,GerelateerdeKind.Persoon.SamengesteldeNaam.Scheidingsteken
09.02.40,GerelateerdeKind.Persoon.SamengesteldeNaam.Geslachtsnaamstam
09.03.10,GerelateerdeKind.Persoon.Geboorte.Datum
09.03.20,GerelateerdeKind.Persoon.Geboorte.GemeenteCode
09.03.20,GerelateerdeKind.Persoon.Geboorte.Woonplaatsnaam
09.03.20,GerelateerdeKind.Persoon.Geboorte.BuitenlandsePlaats
09.03.20,GerelateerdeKind.Persoon.Geboorte.BuitenlandseRegio
09.03.20,GerelateerdeKind.Persoon.Geboorte.OmschrijvingLocatie
09.03.30,GerelateerdeKind.Persoon.Geboorte.LandGebiedCode
09.85.10,Persoon.Ouder.Ouderschap.DatumAanvangGeldigheid
